Time (s);Position_X;Position_Y;norme;vitesse;acceleration
0,0206;0,101233373;0,135190866;0,168892765;-0,129254361;-48,56395023
0,0207;0,101553839;0,134933526;0,168879362;-0,134031553;-47,77192832
0,0208;0,101872648;0,134675599;0,168865489;-0,138729093;-46,97539499
0,0209;0,102189807;0,134417096;0,168851154;-0,143344628;-46,15534726
0,021;0,102505323;0,134158031;0,168836366;-0,147878387;-45,33759757
0,0211;0,102819203;0,133898418;0,168821133;-0,152332903;-44,54515374
0,0212;0,103131454;0,13363827;0,168805462;-0,156709274;-43,7637169
0,0213;0,103442084;0,133377599;0,168789361;-0,161006539;-42,97264702
0,0214;0,103751098;0,133116418;0,168772839;-0,165224519;-42,17979663
0,0215;0,104058504;0,132854741;0,168755903;-0,169364903;-41,40384078
0,0216;0,10436431;0,13259258;0,16873856;-0,173429038;-40,64135414
0,0217;0,104668521;0,132329948;0,168720818;-0,17741658;-39,87542041
0,0218;0,104971205;0,132066886;0,168702746;-0,180724772;-33,08191834
0,0219;0,105272345;0,131803397;0,168684326;-0,18419013;-34,65358171
0,022;0,105571904;0,131539461;0,168665517;-0,188093644;-39,03513258
0,0221;0,105869877;0,131275064;0,168646296;-0,192206354;-41,12710208
0,0222;0,10616626;0,131010177;0,168626633;-0,196638356;-44,32001787
0,0223;0,106461059;0,130744775;0,168606504;-0,201286631;-46,48275244
0,0224;0,106754288;0,130478856;0,168585913;-0,205914305;-46,2767423
0,0225;0,107045932;0,130212421;0,168564842;-0,210706617;-47,92311532
0,0226;0,107335965;0,129945487;0,168543285;-0,215569832;-48,63215695
0,0227;0,107624386;0,129678095;0,168521264;-0,220204483;-46,34650342
0,0228;0,107911205;0,129410288;0,168498816;-0,224486745;-42,82261894
0,0229;0,108196436;0,129142106;0,16847597;-0,228462782;-39,76037722
0,023;0,108480098;0,128873575;0,168452753;-0,232167423;-37,04641105
0,0231;0,108762216;0,128604714;0,16842919;-0,235623803;-34,56380016
0,0232;0,109042822;0,128335532;0,168405302;-0,238883484;-32,59680199
0,0233;0,109321943;0,128066031;0,168381102;-0,242003469;-31,19985243
0,0234;0,109599598;0,127796214;0,168356598;-0,245033997;-30,30528174
0,0235;0,1098758;0,127526086;0,168331798;-0,248007413;-29,73415821
0,0236;0,110150549;0,127255661;0,168306704;-0,250932849;-29,25436224
0,0237;0,110423844;0,126984954;0,168281324;-0,253802105;-28,69256246
0,0238;0,110695679;0,126713989;0,168255664;-0,256603834;-28,01729017
0,0239;0,110966048;0,126442788;0,168229731;-0,259329726;-27,25892077
0,024;0,11123495;0,126171371;0,168203534;-0,261964903;-26,35176563
0,0241;0,111502391;0,125899756;0,168177084;-0,264500172;-25,35268571
0,0242;0,111768384;0,125627951;0,16815039;-0,266943281;-24,43109531
0,0243;0,112032941;0,125355963;0,168123459;-0,269312328;-23,69046626
0,0244;0,112296079;0,125083794;0,168096296;-0,271621541;-23,09213077
0,0245;0,11255781;0,124811448;0,168068909;-0,273871764;-22,50223532
0,0246;0,112818145;0,124538933;0,168041304;-0,276054347;-21,82582859
0,0247;0,113077093;0,12426626;0,168013488;-0,2781558;-21,01452536
0,0248;0,113334657;0,123993444;0,167985471;-0,280168444;-20,1264457
0,0249;0,113590841;0,123720503;0,167957263;-0,282088643;-19,20199115
0,025;0,113845645;0,123447458;0,167928871;-0,283913498;-18,24854668
